,mean_red,mean_green,mean_pc,eccentricity,area,ymin,xmin,ymax,xmax,y,x,interior,class
0,0.017109008902367086,0.013367970663131714,0.37087064783180296,0.8969285052482286,42.0,0.0,129.0,6.0,141.0,1.9285714285714286,135.21428571428572,False,3
1,0.02108949658714988,0.014053240067394696,0.2997541781794364,0.8050764858994133,9.0,0.0,159.0,3.0,164.0,0.5555555555555556,161.0,False,3
2,0.018417379787750383,0.013954018040152064,0.40342403586591746,0.33512169104370115,32.0,0.0,183.0,7.0,191.0,2.40625,186.65625,False,3
3,0.1394889544563214,0.24806678039257732,0.3286507457582053,0.6460769965751031,27.0,0.0,402.0,7.0,408.0,2.5925925925925926,404.81481481481484,False,3
4,0.015102726443792432,0.014868464034469658,0.37340194354491707,0.943546768453116,28.0,0.0,534.0,4.0,545.0,0.9285714285714286,539.0357142857143,False,3
5,0.07016764606498078,0.04216705597646109,0.373832803244248,0.8427009716003844,12.0,0.0,559.0,3.0,565.0,0.6666666666666666,561.5,False,3
6,0.03811130313339291,0.07873628856114209,0.35453421614477365,0.5833269635511255,37.0,0.0,605.0,7.0,613.0,3.027027027027027,608.4054054054054,False,3
7,0.2190325451761347,0.13441671805531363,0.31563526023362354,0.4541475531146237,30.0,0.0,698.0,7.0,704.0,3.0,700.5,False,2
8,0.015757957220800686,0.015836902742732757,0.4213240228296297,0.0,13.0,0.0,871.0,5.0,876.0,2.0,873.0,False,3
9,0.0589858349984096,0.09708393585139356,0.32682210785697996,0.6667405872859502,27.0,0.0,890.0,5.0,897.0,1.7407407407407407,892.7777777777778,False,3
10,0.02560503442436657,0.01711836673697758,0.40520753972937334,0.5871504772985793,20.0,0.0,927.0,5.0,933.0,1.4,929.15,False,3
11,0.12188842504670161,0.06884677640140528,0.39572552035725567,0.8050764858994133,9.0,0.0,963.0,3.0,968.0,0.5555555555555556,965.0,False,3
12,0.028974267947732328,0.017084099561984395,0.41586925930602503,0.6741998624632421,14.0,0.0,1071.0,4.0,1076.0,1.0,1073.0,False,3
13,0.01691589661765996,0.015659874181929233,0.3227654153412494,0.0,13.0,1.0,711.0,6.0,716.0,3.0,713.0,False,3
14,0.031803531059338995,0.015770002911014602,0.40755158779282835,0.4829947431312922,102.0,3.0,683.0,14.0,695.0,8.03921568627451,688.6176470588235,False,3
15,0.019158560863233805,0.12189989109867638,0.3693418542310638,0.0,13.0,3.0,747.0,8.0,752.0,5.0,749.0,False,3
16,0.05099283101326746,0.23370792178316582,0.3583751894708334,0.42202524715345074,46.0,4.0,270.0,13.0,278.0,7.565217391304348,273.2391304347826,False,3
17,0.039487362747989,0.22217934716323706,0.3410979777189624,0.521640530957301,21.0,4.0,978.0,10.0,984.0,6.285714285714286,980.7142857142857,False,3
18,0.05141759085871727,0.30235897805654177,0.4061999733466323,0.5641668938065169,42.0,5.0,408.0,12.0,417.0,7.857142857142857,412.2142857142857,False,3
19,0.0913904878041965,0.05583361610430261,0.39466810896583887,0.521640530957301,21.0,5.0,896.0,11.0,902.0,7.714285714285714,898.7142857142857,False,3
20,0.027048687403927147,0.013432284256146766,0.3178927036697523,0.0,13.0,6.0,3.0,11.0,8.0,8.0,5.0,False,3
21,0.1401178010274105,0.42278899117500335,0.40625775746000875,0.7204302757171195,85.0,7.0,956.0,20.0,968.0,12.094117647058823,960.9294117647058,True,2
22,0.0808768667859583,0.0658779011886574,0.4068791745961363,0.6302069502684159,29.0,7.0,1207.0,13.0,1215.0,9.89655172413793,1210.4827586206898,False,3
23,0.021638739992113933,0.015551509222807661,0.42898337707949646,0.5530159317462823,97.0,8.0,1258.0,20.0,1269.0,13.484536082474227,1262.9175257731958,True,1
24,0.03198021884260174,0.09871844025099856,0.40625912863745606,0.32392744625127606,80.0,9.0,989.0,20.0,1000.0,14.8875,994.025,True,1
25,0.028603402331045615,0.014332734579260977,0.40366048823500583,0.43815042140281696,125.0,10.0,284.0,23.0,297.0,15.68,289.936,True,1
26,0.02704644962812976,0.01418736005506159,0.40380581172514896,0.8293697264795683,28.0,11.0,150.0,19.0,157.0,14.5,153.0,True,1
27,0.018457090897736613,0.01798114951803983,0.41028155207163197,0.0,13.0,11.0,1126.0,16.0,1131.0,13.0,1128.0,True,1
28,0.023150940276827462,0.016353469147255724,0.4067124678549609,0.36864091958477146,125.0,12.0,557.0,24.0,570.0,17.632,562.88,True,1
29,0.094215907038009,0.2108242974666123,0.3762703123625177,0.5624836371520527,65.0,12.0,1083.0,22.0,1093.0,16.2,1087.076923076923,True,2
30,0.07530352027691173,0.24524797299089893,0.3419749469148913,0.6189392011317063,38.0,13.0,472.0,21.0,479.0,16.5,475.0,True,2
31,0.12857887252185377,0.3567609222651684,0.39428456780837196,0.7114120073449038,34.0,13.0,1069.0,21.0,1076.0,16.058823529411764,1071.5882352941176,True,2
32,0.033011963146084254,0.016307854975643972,0.38531207308160353,0.0,13.0,13.0,1182.0,18.0,1187.0,15.0,1184.0,True,1
33,0.02621651652941849,0.01824347601780955,0.4095717052893872,0.5609998806706343,106.0,14.0,636.0,27.0,649.0,20.056603773584907,642.4811320754717,True,1
34,0.028711066947197578,0.017625094464666605,0.3905796933649381,0.0,37.0,14.0,928.0,21.0,935.0,17.0,931.0,True,1
35,0.015316412350134648,0.01776002093268003,0.4134369291248469,0.7069697174732854,38.0,14.0,1147.0,23.0,1153.0,18.263157894736842,1149.4473684210527,True,1
36,0.021526350523354075,0.015068786817686058,0.42292979392542046,0.4468528345277937,183.0,15.0,213.0,30.0,229.0,22.08743169398907,220.29508196721312,True,1
37,0.026991752440528274,0.015738083232336022,0.3710160224776042,0.8011305275403877,49.0,16.0,705.0,26.0,714.0,21.0,709.4081632653061,True,1
38,0.020954392418611394,0.016014976278525783,0.39457301398803907,0.521640530957301,21.0,17.0,314.0,23.0,320.0,19.714285714285715,316.7142857142857,True,1
39,0.07073049225445568,0.2987289821320657,0.38313153887745294,0.5964391951015785,54.0,17.0,463.0,27.0,471.0,21.462962962962962,466.3703703703704,True,2
40,0.03445123846726531,0.01551075220987971,0.4064515162867477,0.521640530957301,21.0,17.0,525.0,23.0,531.0,19.285714285714285,527.2857142857143,True,1
41,0.026553808667304078,0.01600754677313225,0.40532298942318856,0.44138569599671523,126.0,17.0,687.0,30.0,700.0,22.833333333333332,692.9920634920635,True,1
42,0.09146926020451747,0.10255440627186477,0.4047345119119463,0.5436543446576321,49.0,18.0,333.0,27.0,341.0,21.816326530612244,337.0408163265306,True,1
43,0.03846608746857679,0.15922279457431765,0.38999660283400134,0.0,13.0,18.0,619.0,23.0,624.0,20.0,621.0,True,2
44,0.05031276813181154,0.212471040290773,0.32527901727452546,0.521640530957301,21.0,19.0,178.0,25.0,184.0,21.285714285714285,180.71428571428572,True,2
45,0.06972690138100078,0.02207004848773831,0.3699397655630275,0.5055839081977817,41.0,22.0,20.0,29.0,28.0,25.146341463414632,23.682926829268293,True,1
46,0.037117951376287754,0.016136969389023304,0.40576362423361506,0.38667096367719767,148.0,22.0,869.0,37.0,883.0,29.33108108108108,875.2567567567568,True,1
47,0.059000375818078855,0.17101104460650227,0.3668246484032498,0.0,24.0,22.0,976.0,28.0,982.0,24.5,978.5,True,2
48,0.021114881350582686,0.01831373426174783,0.38060943759550686,0.3973597071195132,18.0,22.0,1115.0,27.0,1121.0,24.0,1117.5,True,1
49,0.01845858345474772,0.020382465002756422,0.40949643184468554,0.5807214875199397,62.0,22.0,1124.0,31.0,1134.0,26.06451612903226,1128.8709677419354,True,1
50,0.02650969853959902,0.016465218181650795,0.3758073833726877,0.44383179665893224,31.0,23.0,415.0,30.0,423.0,26.096774193548388,418.48387096774195,True,1
51,0.0204655885535917,0.01503591989108194,0.43023095284726154,0.605011574994585,26.0,24.0,525.0,31.0,531.0,27.23076923076923,527.7692307692307,True,1
52,0.018044571475416344,0.01389440548688395,0.3835158815819298,0.6848799130356581,74.0,25.0,118.0,34.0,130.0,28.824324324324323,123.27027027027027,True,1
53,0.08800376351738629,0.32658645875818043,0.3656151798961055,0.4541475531146237,30.0,25.0,828.0,31.0,835.0,27.5,831.0,True,2
54,0.15480558516353427,0.09576179369226996,0.3407595727759291,0.3973597071195132,18.0,25.0,1088.0,31.0,1093.0,27.5,1090.0,True,1
55,0.017760680817013055,0.014572970778134511,0.37604371852867247,0.6099942813304187,36.0,26.0,97.0,34.0,103.0,29.5,99.5,True,1
56,0.026441637856843184,0.015579808168117104,0.4150248566110785,0.24705067226672156,141.0,26.0,491.0,40.0,505.0,32.141843971631204,496.79432624113474,True,1
57,0.11480304895149965,0.26188579625383496,0.33918214511125905,0.44873303349136545,47.0,26.0,932.0,34.0,941.0,29.574468085106382,936.0212765957447,True,2
58,0.027342648309078985,0.07764572282037051,0.36709897181595164,0.46116123347254423,34.0,26.0,1030.0,33.0,1037.0,28.823529411764707,1032.8235294117646,True,1
59,0.020770032448674043,0.013691614928145303,0.41799899294797876,0.43934605583111686,186.0,27.0,64.0,42.0,80.0,33.77956989247312,71.59139784946237,True,1
60,0.015027454186329921,0.014053484875044068,0.3449766764841525,0.0,13.0,27.0,146.0,32.0,151.0,29.0,148.0,True,1
61,0.01696000629293401,0.01515822669962437,0.419359959232501,0.8286609888144776,42.0,27.0,325.0,34.0,335.0,30.5,329.2142857142857,True,1
62,0.09765049331428094,0.02459397910283965,0.37733025411740645,0.6164441129814031,37.0,27.0,1213.0,34.0,1221.0,30.0,1216.4054054054054,True,1
63,0.05222065010396676,0.17937637781239937,0.36550914677534846,0.6086444848086393,33.0,28.0,164.0,34.0,172.0,30.363636363636363,167.27272727272728,True,2
64,0.030255426487754186,0.015542468808632824,0.398871388832549,0.5652454554430135,59.0,28.0,479.0,38.0,487.0,32.67796610169491,482.6271186440678,True,1
65,0.024399086363296827,0.018646929806427907,0.33665474455776323,0.0,24.0,29.0,1139.0,35.0,1145.0,31.5,1141.5,True,1
66,0.04917474373997469,0.021886287169865844,0.38171638172821715,0.4246038878042233,24.0,30.0,756.0,36.0,763.0,32.125,759.0,True,1
67,0.02705869080863406,0.015835195200483605,0.40103799976083826,0.47524264643881753,109.0,31.0,182.0,43.0,195.0,36.93577981651376,188.74311926605503,True,1
68,0.03055699913146497,0.03605634616954695,0.39971712857691466,0.48718998922711115,28.0,31.0,837.0,38.0,844.0,34.214285714285715,840.2142857142857,True,1
69,0.01649048914373893,0.014996157884011397,0.409165732208143,0.5883484054145521,23.0,32.0,339.0,37.0,346.0,34.0,342.0,True,1
70,0.025624910699920223,0.015426491129324644,0.37272339045222724,0.5641668938065169,42.0,32.0,507.0,41.0,514.0,35.785714285714285,510.14285714285717,True,1
71,0.03134743224649242,0.015571916484740394,0.4114404796937033,0.5843572209901252,88.0,32.0,583.0,43.0,594.0,37.23863636363637,587.5,True,1
72,0.07525357331802598,0.26359933095169824,0.34916667036850485,0.3973597071195132,18.0,32.0,1229.0,38.0,1234.0,34.5,1231.0,True,2
73,0.025688115933556983,0.026424770505526603,0.4090442590302937,0.8860296708133776,53.0,34.0,397.0,42.0,410.0,38.0,402.7169811320755,True,1
74,0.030777058540899464,0.016569814351322758,0.41835456191949494,0.5632468189901995,102.0,34.0,821.0,45.0,834.0,38.85294117647059,826.7647058823529,True,1
75,0.026755809202917827,0.30136113109369606,0.27415334721488577,0.0,13.0,34.0,1047.0,39.0,1052.0,36.0,1049.0,True,2
76,0.03288848117339604,0.01627948858204818,0.38261272732385143,0.6179561315913473,60.0,34.0,1071.0,44.0,1080.0,38.05,1075.15,True,1
77,0.04563052671167204,0.01976624738360842,0.3635906673390121,0.4469998058704676,53.0,35.0,653.0,43.0,662.0,38.43396226415094,657.3584905660377,True,1
78,0.06025826742732343,0.02696719657283872,0.40948395942286686,0.3973597071195132,18.0,36.0,201.0,42.0,206.0,38.5,203.0,True,1
79,0.01922411168209072,0.01642499487828097,0.4243124418481001,0.7783312796439845,122.0,36.0,413.0,48.0,430.0,41.31967213114754,420.5163934426229,True,1
80,0.08188044173887007,0.1257849718240946,0.3749545617582536,0.4541475531146237,30.0,36.0,1175.0,43.0,1181.0,39.0,1177.5,True,1
81,0.03534450238860706,0.07241148971898946,0.3589781323392049,0.0,13.0,36.0,1252.0,41.0,1257.0,38.0,1254.0,True,1
82,0.0240314873479515,0.014295234158185255,0.3619603186561652,0.5281094452574667,27.0,37.0,113.0,44.0,119.0,39.77777777777778,115.33333333333333,True,1
83,0.014684860996028103,0.015475425373453054,0.40702341073907305,0.8472560043962356,62.0,37.0,337.0,45.0,350.0,40.95161290322581,343.1774193548387,True,1
84,0.015854023925412155,0.015491561816883407,0.3930714653581057,0.6871481234583733,35.0,37.0,435.0,45.0,442.0,40.05714285714286,437.51428571428573,True,1
85,0.0376037442186952,0.0927334212979689,0.35945869054113205,0.5035671321513514,33.0,39.0,15.0,46.0,22.0,41.81818181818182,18.272727272727273,True,1
86,0.046215975450035085,0.3938527675694631,0.38743135532313194,0.5575305390766173,34.0,39.0,238.0,46.0,246.0,42.088235294117645,241.26470588235293,True,2
87,0.03195105740581616,0.15509091322004653,0.38354057630057103,0.4637944484545002,44.0,39.0,373.0,47.0,382.0,42.31818181818182,377.22727272727275,True,2
88,0.026458079953602637,0.015561830516740512,0.41090508714892077,0.3846823745148626,114.0,39.0,724.0,51.0,737.0,44.91228070175438,730.2894736842105,True,1
89,0.024225062743689484,0.014175745712671769,0.36511565415057856,0.0,13.0,40.0,104.0,45.0,109.0,42.0,106.0,True,1
90,0.015641742707053274,0.015418331794439768,0.4114865725873209,0.7200137566666435,77.0,40.0,455.0,51.0,466.0,44.33766233766234,460.8831168831169,True,1
91,0.03331451322684459,0.03893988880132685,0.36816458843287986,0.8459712040563839,40.0,40.0,633.0,50.0,641.0,43.775,636.95,True,1
92,0.02479585564137948,0.01650930532620664,0.39164425683429094,0.521640530957301,21.0,41.0,1127.0,47.0,1133.0,43.714285714285715,1129.7142857142858,True,1
93,0.02196932082229281,0.01801687142762824,0.40358565708764804,0.44827893004573116,80.0,41.0,1157.0,52.0,1168.0,46.2125,1162.1625,True,1
94,0.020709137974373105,0.013518785051523131,0.4156077102205304,0.7803412194092472,91.0,42.0,43.0,57.0,53.0,48.69230769230769,46.92307692307692,True,1
95,0.017176580886740997,0.031137615093864954,0.3976547067337698,0.48802953489530104,60.0,42.0,247.0,50.0,257.0,45.25,251.65,True,1
96,0.05643673949070383,0.042654607204755536,0.383955681363676,0.5883484054145521,23.0,42.0,671.0,47.0,678.0,44.0,674.0,True,1
97,0.027014735004282267,0.016760718347809456,0.427391945346145,0.5200775841646905,190.0,43.0,926.0,60.0,943.0,50.642105263157895,933.4263157894737,True,1
98,0.02428787872085883,0.014172204710528331,0.4032111861506294,0.5049391910822104,87.0,44.0,291.0,54.0,302.0,48.275862068965516,295.8965517241379,True,1
99,0.05841960945486589,0.22051151674122801,0.375227239027688,0.7817411165723722,27.0,45.0,354.0,51.0,362.0,47.592592592592595,357.51851851851853,True,2
100,0.020084802735498168,0.017731830711558854,0.35382134919378144,0.0,13.0,45.0,403.0,50.0,408.0,47.0,405.0,True,1
101,0.08239657835190616,0.2933933800504878,0.3475199914032652,0.44191120270364814,38.0,45.0,909.0,52.0,917.0,47.68421052631579,912.5,True,2
102,0.2980927085791699,0.0298919919385074,0.33479342834526515,0.46116123347254434,34.0,46.0,313.0,53.0,320.0,49.1764705882353,316.1764705882353,True,1
103,0.014538383574620641,0.01530621917413919,0.3997603234024505,0.5636536690756779,85.0,46.0,481.0,56.0,493.0,50.576470588235296,486.4823529411765,True,1
104,0.15414740174507258,0.10896617586375464,0.3683094951630509,0.5883484054145521,23.0,47.0,160.0,54.0,165.0,50.0,162.0,True,1
105,0.017999357790919938,0.017565960275179295,0.40621602527992495,0.6640682217705317,32.0,47.0,371.0,55.0,377.0,50.75,373.28125,True,1
106,0.029393196280461793,0.052044196149307484,0.40818297679165944,0.5474502380291741,119.0,47.0,385.0,61.0,397.0,52.773109243697476,389.89915966386553,True,1
107,0.06187646296652631,0.05999898302469749,0.37307618716952895,0.521640530957301,21.0,47.0,792.0,53.0,798.0,49.714285714285715,794.2857142857143,True,1
108,0.018399191615395757,0.015938632293775352,0.4075947002578777,0.6723785758926063,30.0,48.0,423.0,54.0,431.0,50.5,426.5,True,1
109,0.025243382101167586,0.13808456054070428,0.37512376568833183,0.0,13.0,48.0,530.0,53.0,535.0,50.0,532.0,True,2
110,0.028845047772320134,0.02278463613293204,0.3669883471058982,0.0,13.0,48.0,977.0,53.0,982.0,50.0,979.0,True,1
111,0.019453965547983343,0.016610180416597172,0.41668915630136244,0.6635498075526066,48.0,48.0,1148.0,58.0,1155.0,52.25,1151.1875,True,1
112,0.018149312516924056,0.016937063291516594,0.3862009599260394,0.0,13.0,50.0,200.0,55.0,205.0,52.0,202.0,True,1
113,0.04843595559352443,0.01946262500788979,0.4104560276327181,0.6457429421159447,53.0,50.0,872.0,60.0,881.0,54.264150943396224,875.5094339622641,True,1
114,0.16476191446014937,0.03365317484285723,0.38162037237685803,0.0,13.0,51.0,89.0,56.0,94.0,53.0,91.0,True,1
